Nose X,Nose Y,Nose Z,Left Shoulder X,Left Shoulder Y,Left Shoulder Z,Right Shoulder Z,Label
188.776207,-222.6548266,-433.4785795,400.6795883,6.479315758,-129.6342623,-198.5756278,good
227.1347809,-205.0371122,-721.4405823,468.1187439,4.254541397,-294.8667383,-352.6503611,good
209.1139603,-192.5689173,-492.4448633,406.2635422,8.33463192,-98.03124189,-197.4109697,good
218.4003067,-234.2765808,-613.1115246,441.2334824,12.28340149,-217.2236967,-293.7433004,good
215.7650757,-230.4779935,-606.9636011,438.1552124,7.413668633,-202.5835562,-280.8730745,good
213.4231567,-227.1255326,-537.787714,434.4753265,3.515238762,-142.9609787,-271.1634564,good
227.1593094,-229.1782594,-825.3164005,468.832283,0.910749435,-387.3857403,-438.2084942,good
211.8715668,-187.9625773,-833.3594227,453.2463837,0.115399361,-365.3730869,-397.5762033,good
205.941391,-212.4856496,-593.7409115,443.4501648,5.641565323,-177.6617467,-315.4987407,good
233.9334106,-199.1985226,-973.634491,487.7767181,5.429821014,-491.9465733,-537.5597906,good
203.516922,-196.7469406,-389.615407,397.9517365,0.177154541,-73.23979855,-168.7864459,good
185.5316162,-188.8295102,-472.7192545,338.7302399,3.426446915,-56.21129036,-179.402597,good
176.3141251,-182.4309611,-485.1471949,321.6614151,2.872023582,-44.83966827,-179.5588303,good
186.6884995,-198.1657219,-499.8228264,381.1595535,2.225461006,-121.4300609,-170.8573365,good
187.0660019,-177.1835303,-385.6687832,371.7691422,0.78045845,-72.01703846,-123.5162616,good
151.7705536,-195.1834917,-446.5484476,298.6253357,7.429633141,-28.50539893,-158.0051994,good
153.6465073,-195.1365852,-403.8282394,314.0728378,3.806891441,-81.87297642,-136.3173723,good
175.2554321,-228.8384128,-445.4251814,364.8459625,-2.237262726,-109.640379,-162.2799754,good
178.8853073,-227.3555589,-428.854022,364.8843002,-2.505140305,-99.7624898,-167.1995223,good
191.5229034,-218.9380789,-536.4787102,385.3031158,-1.301836967,-154.5411909,-174.8965609,good
190.6964874,-234.4073224,-547.4477863,384.7028351,-5.772457123,-151.738894,-202.7743363,good
189.500885,-232.4261892,-538.9544964,374.8495483,-3.406147957,-118.541708,-210.1351976,good
219.0435028,-242.660265,-532.3838139,400.3643799,0.690979958,-124.0281451,-178.4445441,good
