Nose X,Nose Y,Nose Z,Left Shoulder X,Left Shoulder Y,Left Shoulder Z,Right Shoulder X,Right Shoulder Y,Right Shoulder Z,Label
174.97657775878906,-197.42586135864258,-375.25713443756104,365.7477569580078,6.404814720153809,-135.8860731124878,0,0,-124.68023300170898,good
190.67569732666016,-201.00600957870483,-379.60729122161865,366.77066802978516,27.453503608703613,-102.73030042648315,0,0,-174.90720391273499,good
200.72669982910156,-183.02467346191406,-391.38965606689453,349.2627716064453,47.98158645629883,-71.94588482379913,0,0,-179.93976831436157,good
192.05379486083984,-186.32761001586914,-348.7359881401062,335.1999282836914,40.31076908111572,-72.42708384990692,0,0,-168.9232063293457,good
156.62776947021484,-231.54495477676392,-745.3915500640869,385.71422576904297,-66.97750568389893,-365.9269094467163,0,0,-373.551549911499,good
98.4488296508789,-255.94204902648926,-376.40499114990234,329.01195526123047,-98.60607147216797,-162.46107816696167,0,0,-130.49575567245483,good
210.59432983398438,-235.84588766098022,-723.2814788818359,398.81996154785156,-36.85256481170654,-320.10859966278076,0,0,-384.14867877960205,good
197.6580047607422,-205.74733972549438,-495.91843128204346,393.5687255859375,3.451724052429199,-144.67629432678223,0,0,-218.39223861694336,good
195.5121612548828,-261.03989839553833,-532.4359130859375,395.9089660644531,-24.293646812438965,-171.97502374649048,0,0,-241.23586177825928,good
175.72235107421875,-278.75837802886963,-858.3061122894287,412.63267517089844,-101.17206573486328,-412.9618263244629,0,0,-435.21883964538574,good
193.5306167602539,-222.31208324432373,-677.6845693588257,401.37088775634766,-9.600591659545898,-327.57818698883057,0,0,-334.03799772262573,good
191.42406463623047,-225.81685066223145,-494.6298122406006,387.0431137084961,-12.763280868530273,-125.2041757106781,0,0,-176.453937292099,good
187.65079498291016,-228.83963584899902,-519.8022794723511,393.6549758911133,-6.806974411010742,-147.21025228500366,0,0,-166.1240315437317,good
220.26687622070312,-220.7562518119812,-802.155933380127,443.50440979003906,-3.6711931228637695,-311.96086406707764,0,0,-323.72074127197266,good
99.42028045654297,-268.1329035758972,-405.8209705352783,352.29251861572266,-113.86228322982788,-197.87977695465088,0,0,-28.030677437782288,good
238.77506256103516,-186.18751287460327,-467.6031017303467,398.0600357055664,56.05031490325928,-137.90138840675354,0,0,-144.48681235313416,good
175.94799041748047,-198.74842643737793,-469.6760416030884,360.2625274658203,29.290623664855957,-94.74937677383423,0,0,-134.46556448936462,good
188.25340270996094,-203.97500038146973,-367.29376316070557,369.00474548339844,35.986576080322266,-52.62279510498047,0,0,-148.8299524784088,good
215.4144287109375,-182.75261163711548,-587.9158401489258,390.86517333984375,14.716272354125977,-198.91324281692505,0,0,-245.73195219039917,good
232.61512756347656,-178.6104440689087,-474.59641456604004,385.3424072265625,45.68381309509277,-27.728786766529083,0,0,-225.46339988708496,good
229.15916442871094,-182.5363826751709,-570.1096630096436,375.44708251953125,33.29998970031738,-86.65231883525848,0,0,-228.13385009765625,good
