Nose X,Nose Y,Nose Z,Left Shoulder X,Left Shoulder Y,Left Shoulder Z,Right Shoulder Z,Label
343.6903763,-163.2767487,-742.255125,478.9650345,88.70189667,-188.1712961,-315.3560686,bad
298.9287186,-170.5429173,-458.2751513,403.3451462,92.08117962,-83.47648144,-145.6758463,bad
282.4060822,-168.1287575,-372.175169,397.7696991,86.34412766,-34.52430815,-158.8993514,bad
271.783905,-209.1357851,-426.1085129,431.6358185,72.27248669,-99.66559768,-173.6072659,bad
206.5090179,-273.4721518,-326.2656641,424.8622894,6.705093384,-108.3623171,-128.2908297,bad
138.7482452,-268.9141345,-223.4308219,324.4147491,3.411254883,47.4289763,-46.31359041,bad
132.1498489,-226.3302898,-208.2680583,281.734848,-3.268990517,64.79920864,-76.88986659,bad
12.83840179,-246.3814974,-242.0290875,259.9663544,-30.60396194,-193.0840731,22.45805696,bad
196.5353012,-168.8526106,-228.3315611,269.090004,31.4487505,-23.08226198,-48.61944258,bad
180.3948975,-109.8452997,-69.99574184,203.2461548,83.28297615,147.1301079,-18.80521014,bad
220.0780869,-143.0170584,-206.1054254,227.7972031,55.97886086,19.10545662,-21.85893327,bad
184.6966934,-208.3672571,-450.8480501,280.4913712,-11.40509605,-105.85428,-151.2862551,bad
36.49337769,-223.7255216,-380.5126333,267.7096939,-102.7672291,-137.0732403,-83.57230067,bad
229.9055481,-152.5391579,-400.5321693,279.42276,46.85853481,-131.2033439,-174.2637849,bad
80.48461914,-258.5887885,-456.2230682,293.4988403,-140.4872417,-137.9077184,-208.3447695,bad
49.9848938,-245.1960897,-617.2792053,270.9610748,-148.2874489,-154.7230875,-302.6469469,bad
61.9732666,-274.5855689,-755.8382607,337.2090149,-151.0093975,-379.6182346,-376.1829042,bad
