Nose X,Nose Y,Nose Z,Left Shoulder X,Left Shoulder Y,Left Shoulder Z,Right Shoulder X,Right Shoulder Y,Right Shoulder Z,Label
245.53424835205078,-94.72309112548828,-1327.650375366211,570.0322341918945,20.43358325958252,-779.6033191680908,0,0,-756.4813899993896,bad
244.98188018798828,-177.61163234710693,-1512.2335624694824,550.7423782348633,-145.41675567626953,-928.4289264678955,0,0,-914.5627212524414,bad
284.53834533691406,-184.64052200317383,-1643.478126525879,551.3262939453125,-19.842252731323242,-936.0997009277344,0,0,-906.7696380615234,bad
247.30819702148438,-265.13129711151123,-1509.8601722717285,554.0738677978516,-209.62961196899414,-758.0975818634033,0,0,-888.6736106872559,bad
234.59632873535156,-222.3722505569458,-1523.5596084594727,579.1677856445312,-159.45402145385742,-780.4043769836426,0,0,-792.8714561462402,bad
217.70126342773438,-225.0873327255249,-1685.628547668457,573.0101776123047,-194.05709266662598,-893.358678817749,0,0,-907.3410987854004,bad
212.79212951660156,-223.08395862579346,-661.8660593032837,468.5308837890625,-47.08534240722656,-208.00376415252686,0,0,-239.52456951141357,bad
213.2855987548828,-196.27002239227295,-662.9168844223022,415.3728485107422,40.65439224243164,-143.7558889389038,0,0,-243.15565824508667,bad
111.49826049804688,-315.8085894584656,-723.5952758789062,426.60789489746094,-123.96607875823975,-255.25441646575928,0,0,-227.1876096725464,bad
121.533203125,-268.4649610519409,-753.5352516174316,428.86070251464844,-119.35976028442383,-276.58973693847656,0,0,-287.43077516555786,bad
180.7788848876953,-272.1255111694336,-847.2163581848145,463.69972229003906,-65.62331199645996,-345.3405261039734,0,0,-339.5443797111511,bad
247.90729522705078,-206.91352128982544,-645.7239675521851,400.60482025146484,99.7388219833374,1.5006057545542717,0,0,-282.01382875442505,bad
225.37010192871094,-215.7457995414734,-675.6657028198242,395.9025573730469,99.18989181518555,-221.29095554351807,0,0,-239.16064739227295,bad
243.7905502319336,-203.68201732635498,-725.0348281860352,404.89994049072266,94.15150165557861,-261.533145904541,0,0,-332.50521183013916,bad
240.6824493408203,-206.0643768310547,-617.6392650604248,409.287109375,74.91100788116455,-148.10948967933655,0,0,-296.89528226852417,bad
282.972412109375,-218.4874677658081,-661.9912433624268,485.5170440673828,78.9118766784668,-219.31202173233032,0,0,-305.15024185180664,bad
285.45494079589844,-174.27020072937012,-728.9723968505859,461.2022399902344,98.71992588043213,-245.1502561569214,0,0,-330.96746921539307,bad
201.2520980834961,-202.52291679382324,-630.2309274673462,464.35726165771484,-43.927245140075684,-256.9628977775574,0,0,-225.10273933410645,bad
192.18177795410156,-204.59229469299316,-386.66162967681885,340.4307556152344,-0.4206562042236328,52.73556590080261,0,0,-186.49656772613525,bad
161.33861541748047,-203.78979921340942,-323.41065645217896,279.7451400756836,7.066140174865723,86.63337707519531,0,0,-131.91953659057617,bad
193.69384765625,-182.2344732284546,-314.33549880981445,284.47967529296875,36.837158203125,117.95896053314209,0,0,-194.10708904266357,bad
258.4159469604492,-131.94047927856445,-454.355993270874,340.82820892333984,87.80114650726318,35.24621397256851,0,0,-266.94047927856445,bad
251.6290283203125,-134.93785858154297,-445.2257966995239,335.6067657470703,77.44803428649902,20.64567357301712,0,0,-252.54980564117432,bad
125.89611053466797,-220.16861200332642,-327.9488682746887,304.9592971801758,-32.81371593475342,56.21647238731384,0,0,-190.22616863250732,bad
169.58351135253906,-203.6251974105835,-799.6926784515381,387.9450225830078,-3.043642044067383,-322.84642696380615,0,0,-360.5933475494385,bad
256.2562561035156,-126.73935413360596,-910.5418968200684,421.3347625732422,116.40988826751709,-428.7159204483032,0,0,-403.82386207580566,bad
232.20016479492188,-126.73635005950928,-573.8526964187622,400.2977752685547,100.5170488357544,-201.76556825637817,0,0,-199.81688976287842,bad
228.73981475830078,-140.84867477416992,-489.6212911605835,419.1097640991211,115.57552814483643,-82.58212566375732,0,0,-177.60491609573364,bad
275.7976531982422,-124.29163455963135,-676.8354892730713,403.89923095703125,109.17041301727295,-208.42540740966797,0,0,-303.1268048286438,bad
247.48432159423828,-127.8449821472168,-613.4348917007446,394.4508743286133,89.49578762054443,-219.55472946166992,0,0,-296.2392997741699,bad
234.31732177734375,-167.3285150527954,-633.4028005599976,397.9319763183594,37.39964962005615,-248.9669108390808,0,0,-287.0680546760559,bad
184.74937438964844,-200.48553228378296,-541.6293668746948,395.8674621582031,-14.381575584411621,-225.04306554794312,0,0,-226.7664384841919,bad
144.16160583496094,-224.60944890975952,-496.82703495025635,379.05067443847656,-43.89484405517578,-188.51457595825195,0,0,-196.61124229431152,bad
136.9908905029297,-204.73721981048584,-497.56972789764404,355.0177764892578,-11.638941764831543,-180.84753513336182,0,0,-176.90436601638794,bad
222.57492065429688,-111.00023746490479,-574.3452787399292,347.4193572998047,113.4497594833374,-153.1208324432373,0,0,-235.98963260650635,bad
140.32058715820312,-186.19667530059814,-325.4235577583313,301.0833740234375,-51.798176765441895,-100.71331143379211,0,0,-103.75964641571045,bad
181.46408081054688,-188.43754291534424,-661.4217138290405,357.7732849121094,-25.61415195465088,-215.76738595962524,0,0,-245.97813606262207,bad
296.77085876464844,-161.56408309936523,-1136.4120483398438,429.22340393066406,104.70670223236084,-642.2275686264038,0,0,-647.9329061508179,bad
273.3132553100586,-188.96565914154053,-794.7138118743896,430.80684661865234,65.42843341827393,-377.98813819885254,0,0,-434.64407444000244,bad
181.5991973876953,-252.5103235244751,-728.0655097961426,436.3092803955078,-52.287583351135254,-322.12716579437256,0,0,-366.04823112487793,bad
222.90576934814453,-180.87761878967285,-754.9097442626953,420.4702377319336,35.44640064239502,-301.3097047805786,0,0,-349.5977282524109,bad
148.82240295410156,-192.57301568984985,-553.7271165847778,341.1726379394531,-50.63641548156738,-231.1814832687378,0,0,-225.7997703552246,bad
192.61550903320312,-191.9552493095398,-574.4741106033325,363.88580322265625,-39.644765853881836,-221.1733889579773,0,0,-259.87983226776123,bad
284.0643310546875,-152.48830318450928,-653.9058208465576,368.6494445800781,104.95591163635254,-197.2308111190796,0,0,-292.2551679611206,bad
266.34498596191406,-163.84499073028564,-536.2254667282104,369.45343017578125,86.53321266174316,-123.6010193824768,0,0,-237.25924015045166,bad
270.9884262084961,-200.09974479675293,-781.0614109039307,401.7502975463867,15.6170654296875,-337.62312412261963,0,0,-422.0470905303955,bad
220.7577133178711,-166.34695529937744,-433.02088737487793,349.14012908935547,27.471399307250977,-66.2087094783783,0,0,-186.2161159515381,bad
267.4163055419922,-140.93780994415283,-592.5059366226196,383.2310485839844,76.78057193756104,-203.70184421539307,0,0,-302.11857318878174,bad
260.4501724243164,-177.52028703689575,-606.838846206665,391.21089935302734,35.617032051086426,-243.10840845108032,0,0,-309.56284046173096,bad
165.49129486083984,-238.04023504257202,-635.7632303237915,396.1006546020508,-62.12536811828613,-277.06884384155273,0,0,-304.8928141593933,bad
107.6961898803711,-247.70588636398315,-407.74632453918457,328.33648681640625,-90.74342250823975,-134.81420874595642,0,0,-117.19229936599731,bad
144.50366973876953,-258.58293056488037,-586.9009780883789,386.01558685302734,-66.01233959197998,-234.81709957122803,0,0,-277.2499895095825,bad
145.2920150756836,-268.35883140563965,-463.804235458374,367.4332046508789,-84.32111978530884,-170.03851175308228,0,0,-168.42904686927795,bad
163.39073181152344,-241.36675357818604,-599.8043346405029,373.0213165283203,-52.27771282196045,-186.0605263710022,0,0,-210.30651569366455,bad
197.31842041015625,12.862329483032227,-972.3755264282227,418.91517639160156,12.531580924987793,-616.2738704681396,0,0,-603.4488773345947,bad
209.81449127197266,24.485135078430176,-941.7106246948242,435.41492462158203,83.23697090148926,-620.0384044647217,0,0,-606.0144424438477,bad
214.85157012939453,43.50791931152344,-990.1709747314453,437.7608871459961,114.13687705993652,-639.7733688354492,0,0,-640.8183574676514,bad
230.2581787109375,-25.048398971557617,-1162.6602745056152,465.27000427246094,28.109936714172363,-750.1291465759277,0,0,-729.7132015228271,bad
238.0040740966797,-21.384072303771973,-1223.9383220672607,462.85911560058594,6.5842437744140625,-770.081090927124,0,0,-763.9722633361816,bad
247.8329849243164,-45.50442695617676,-1256.8965339660645,452.01114654541016,-66.44711494445801,-763.5654258728027,0,0,-798.3222198486328,bad
217.74566650390625,-179.97103214263916,-480.1870822906494,417.7362823486328,-46.623873710632324,-183.54010820388794,0,0,-185.88448762893677,bad
222.30613708496094,-199.92507934570312,-546.3154220581055,364.637451171875,68.89148712158203,-93.03044557571411,0,0,-189.95408535003662,bad
209.173583984375,-238.0115246772766,-575.1343202590942,396.24603271484375,-23.067383766174316,-187.78411388397217,0,0,-231.7278814315796,bad
176.1318588256836,-195.4963231086731,-421.38808250427246,334.08138275146484,-19.543819427490234,-94.59207057952881,0,0,-139.5143723487854,bad
