Nose X,Nose Y,Nose Z,Left Shoulder X,Left Shoulder Y,Left Shoulder Z,Right Shoulder X,Right Shoulder Y,Right Shoulder Z,Label
715.4159545898438,584.799370765686,-1032.2540187835693,932.1522521972656,583.8815832138062,-685.0106906890869,519.6747589111328,569.1549253463745,-617.172646522522,bad
713.7117767333984,620.9936571121216,-1183.147201538086,966.1894989013672,688.4365367889404,-787.0632934570312,488.1737518310547,689.1480302810669,-748.2762336730957,bad
713.9482879638672,530.4682445526123,-1773.9301300048828,970.6346893310547,663.4810924530029,-1115.3204441070557,451.89125061035156,649.1735029220581,-1062.5350856781006,bad
638.8515090942383,289.28879499435425,-602.5522470474243,884.3428039550781,541.427493095398,-260.33924102783203,422.8579330444336,495.8655595779419,-253.94524097442627,bad
874.9742889404297,385.23924350738525,-677.0787334442139,981.5785217285156,617.714409828186,-278.46097469329834,499.21871185302734,498.72809886932373,-286.5097689628601,bad
764.7058868408203,484.0238857269287,-1317.0666790008545,989.3741607666016,615.7977247238159,-885.3429508209229,434.9620819091797,556.4816379547119,-804.1496086120605,bad
724.6382904052734,538.2501697540283,-1515.7785415649414,998.3665466308594,621.9422578811646,-965.637903213501,424.1619110107422,579.2242383956909,-949.4062900543213,bad
698.1604766845703,477.34333992004395,-1214.6967601776123,948.7444305419922,619.9139928817749,-490.74039459228516,395.42457580566406,614.805178642273,-587.0356464385986,bad
698.2581329345703,425.0364017486572,-773.655252456665,947.9685974121094,607.3387241363525,-359.5126962661743,413.3664321899414,596.846137046814,-378.3386278152466,bad
680.3656005859375,406.5420341491699,-504.31241512298584,910.3193664550781,490.48401832580566,-169.2087972164154,423.55350494384766,487.49457836151123,-159.09945487976074,bad
672.7361297607422,429.90785121917725,-846.8874549865723,908.2553100585938,496.33028984069824,-400.37449836730957,430.46226501464844,488.42013359069824,-375.25550365448,bad
658.9848327636719,437.2167205810547,-723.7849617004395,905.8448028564453,485.01862049102783,-318.92531633377075,434.18052673339844,487.0905303955078,-304.16707277297974,bad
675.7612609863281,344.7861671447754,-527.8672313690186,902.6246643066406,502.9147481918335,-132.52604842185974,473.75125885009766,484.7540473937988,-211.45192623138428,bad
678.6156463623047,254.43694353103638,-411.3709545135498,878.0111694335938,455.59444427490234,-58.10519814491272,484.55074310302734,436.5630340576172,-167.1928060054779,bad
712.3086547851562,318.939049243927,-1072.4562549591064,921.2362670898438,469.8158597946167,-572.8503227233887,468.4937286376953,459.26679611206055,-594.495964050293,bad
699.7798156738281,284.89917755126953,-906.1715698242188,930.8171081542969,476.0325765609741,-506.57469749450684,460.99464416503906,472.81383991241455,-474.0271854400635,bad
716.2205505371094,304.7866415977478,-714.448127746582,929.0281677246094,516.1038780212402,-283.38926553726196,491.48902893066406,478.7875699996948,-371.11584663391113,bad
